,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
2856,Economy Class,3,1,2,3,3,1,1,0
2857,Economy Class,2,3,2,1,3,2,1,0
2858,Business Class,3,4,2,3,3,3,1,0
2859,First Class,2,5,3,3,3,3,1,0
2860,Economy Class,3,5,1,1,3,2,1,0
2861,First Class,5,5,5,4,3,5,1,1
2862,First Class,5,4,4,3,3,5,1,1
2863,Economy Class,1,3,3,3,3,1,1,0
2864,Premium Economy,1,4,2,1,3,1,1,0
2865,Economy Class,1,1,1,2,3,1,1,0
2866,Business Class,5,5,5,4,3,5,1,1
2867,Economy Class,3,1,2,2,3,3,1,0
2868,Economy Class,5,5,5,3,3,5,1,1
2869,First Class,3,4,3,2,3,1,1,0
2870,Business Class,4,2,2,4,3,4,1,1
2871,Economy Class,3,4,3,1,3,4,1,0
2872,Premium Economy,2,4,4,4,3,4,1,1
2873,Business Class,5,5,5,5,3,5,1,1
2874,Economy Class,5,5,5,5,3,5,1,1
2875,Economy Class,3,5,4,4,3,4,1,1
2876,Business Class,1,4,4,1,3,3,1,0
2877,Business Class,3,5,2,2,3,3,1,1
2878,Business Class,2,1,1,3,3,1,1,0
2879,Business Class,3,5,4,2,3,2,1,1
2880,Premium Economy,4,5,5,3,3,5,1,1
2881,Business Class,3,3,3,2,3,3,1,0
2882,Business Class,3,4,4,4,3,4,1,1
2883,First Class,4,5,5,4,3,4,1,1
2884,First Class,5,5,5,3,3,4,1,1
2885,Business Class,3,5,5,1,3,4,1,1
2886,Economy Class,2,4,4,1,3,4,1,1
2887,Business Class,3,4,3,2,3,3,1,0
2888,Business Class,4,5,5,5,3,3,1,1
2889,Economy Class,3,3,1,3,3,1,1,0
2890,Business Class,5,4,4,5,3,4,1,1
2891,Economy Class,1,1,2,1,3,1,1,0
2892,Business Class,4,4,4,4,3,4,1,1
2893,Economy Class,4,5,5,1,3,5,1,1
2894,Economy Class,2,1,1,3,3,2,1,0
2895,Business Class,4,4,3,3,3,5,1,1
2896,First Class,2,1,4,1,3,1,1,0
2897,Economy Class,1,2,2,2,3,1,1,0
2898,Economy Class,4,4,1,1,3,2,1,0
2899,Economy Class,2,3,2,4,3,3,1,0
2900,Economy Class,2,2,1,2,3,3,1,0
2901,First Class,4,3,2,2,3,4,1,1
2902,Business Class,3,3,3,3,3,3,1,1
2903,Economy Class,5,3,4,1,3,5,1,1
2904,Business Class,3,4,4,3,3,4,1,1
2905,Business Class,1,3,2,1,3,1,1,0
2906,Business Class,5,5,5,4,3,5,1,1
2907,Business Class,5,2,4,5,3,3,1,1
2908,First Class,3,5,2,3,3,3,1,0
2909,Business Class,5,5,5,4,3,5,1,1
2910,Business Class,5,5,5,3,3,5,1,1
2911,First Class,4,5,4,4,3,5,1,1
2912,First Class,5,4,4,4,3,4,1,1
2913,Economy Class,3,3,1,1,3,2,1,1
2914,Business Class,4,5,4,3,3,4,1,1
2915,Economy Class,5,4,4,5,3,5,1,1
2916,Economy Class,3,1,2,2,3,3,1,0
2917,Business Class,5,5,5,3,3,5,1,1
2918,Economy Class,5,5,4,4,3,5,1,1
2919,Business Class,2,4,2,1,3,1,1,1
2920,Economy Class,1,5,5,4,3,3,1,0
2921,Economy Class,2,2,2,1,3,1,1,0
2922,Premium Economy,2,4,3,1,3,3,1,0
2923,Economy Class,1,1,1,3,3,2,1,0
2924,Business Class,3,4,4,5,3,4,1,1
2925,Economy Class,4,3,2,2,3,4,1,0
2926,Economy Class,3,4,4,2,3,5,1,1
2927,Economy Class,3,5,4,3,3,3,1,1
2928,Business Class,2,4,4,4,3,3,1,1
2929,First Class,4,5,4,4,3,5,1,1
2930,Economy Class,2,1,3,4,3,2,1,0
2931,Economy Class,1,1,2,3,3,1,1,0
2932,Premium Economy,4,4,4,4,3,3,1,1
2933,Economy Class,4,2,1,4,3,3,1,0
2934,Business Class,4,4,3,5,3,4,1,1
2935,Economy Class,2,3,3,3,3,2,1,0
2936,First Class,5,5,5,3,3,4,1,1
2937,Business Class,4,2,4,4,3,5,1,1
2938,Business Class,4,5,4,4,3,5,1,1
2939,Economy Class,1,2,1,1,3,1,1,0
2940,Business Class,5,5,3,3,3,5,1,1
2941,Business Class,4,1,2,1,3,2,1,0
2942,Economy Class,3,1,1,1,3,1,1,0
2943,Business Class,1,2,1,1,3,2,1,0
2944,Premium Economy,4,1,3,4,3,4,1,0
2945,First Class,4,5,3,4,3,4,1,1
2946,Economy Class,2,3,2,5,3,2,1,0
2947,Economy Class,1,2,4,2,3,3,1,0
2948,Economy Class,5,5,4,5,3,5,1,1
2949,Business Class,4,4,4,4,3,4,1,1
2950,Economy Class,3,3,4,1,3,3,1,1
2951,Business Class,2,3,1,1,3,1,1,0
2952,Economy Class,2,2,1,1,3,2,1,0
2953,Business Class,3,2,2,3,3,2,1,0
2954,Business Class,1,4,1,1,3,1,1,0
2955,Economy Class,4,5,3,1,3,5,1,1
2956,Business Class,1,3,2,3,3,2,1,0
2957,First Class,5,5,3,2,3,4,1,1
2958,Business Class,3,3,1,2,3,1,1,0
2959,Business Class,4,5,5,3,3,5,1,1
2960,Business Class,4,2,4,4,3,3,1,1
2961,Premium Economy,2,1,1,1,3,3,1,0
2962,Business Class,5,5,5,5,3,4,1,1
2963,Business Class,1,3,1,3,3,1,1,0
2964,Premium Economy,3,3,4,2,3,4,1,1
2965,Business Class,5,5,3,5,3,5,1,1
2966,Premium Economy,3,3,3,3,3,2,1,1
2967,Business Class,5,5,5,5,3,5,1,1
2968,Business Class,2,2,2,1,3,1,1,0
2969,Economy Class,3,4,3,2,3,2,1,0
2970,Business Class,5,5,5,4,3,5,1,1
2971,Premium Economy,1,1,1,1,3,1,1,0
2972,First Class,3,4,1,1,3,1,1,0
2973,Premium Economy,3,3,4,3,3,3,1,1
2974,First Class,1,4,4,2,3,3,1,0
2975,Economy Class,4,5,4,5,3,5,1,1
2976,Business Class,4,5,4,3,3,5,1,1
2977,Business Class,2,1,1,1,3,1,1,0
2978,Economy Class,4,5,5,5,3,4,1,1
2979,Premium Economy,4,4,5,3,3,4,1,1
2980,Business Class,1,1,1,2,3,1,1,0
2981,Business Class,5,2,1,3,3,5,1,1
2982,First Class,4,5,5,5,3,5,1,1
2983,Business Class,1,5,3,1,3,1,1,0
2984,Economy Class,2,1,1,1,3,3,1,0
2985,Economy Class,4,2,5,3,3,5,1,1
2986,Economy Class,4,5,3,3,3,5,1,1
2987,Economy Class,5,5,4,1,3,5,1,1
2988,Economy Class,3,3,3,2,3,3,1,0
2989,First Class,1,5,4,2,3,2,1,0
2990,Economy Class,5,5,5,2,3,4,1,1
2991,Business Class,2,5,2,1,3,3,1,1
2992,Premium Economy,3,1,1,3,3,1,1,0
2993,Economy Class,5,5,4,3,3,5,1,1
2994,Premium Economy,5,5,4,4,3,5,1,1
2995,Premium Economy,3,4,2,3,3,3,1,0
2996,Premium Economy,5,5,4,1,3,5,1,1
2997,Economy Class,5,5,5,1,3,5,1,1
2998,Premium Economy,4,4,3,3,3,4,1,1
2999,Economy Class,1,5,5,5,3,4,1,1
3000,Economy Class,4,5,4,5,3,4,1,1
3001,Economy Class,2,2,3,4,3,1,1,0
3002,Premium Economy,5,5,4,1,3,5,1,1
3003,Economy Class,5,5,5,1,3,5,1,1
3004,Business Class,3,3,3,1,3,4,1,1
3005,First Class,5,5,5,5,3,5,1,1
3006,Business Class,4,4,3,5,3,4,1,1
3007,Economy Class,4,4,5,2,3,3,1,1
3008,Business Class,1,1,1,3,3,2,1,0
3009,Economy Class,4,5,5,1,3,5,1,1
3010,Business Class,4,3,2,4,3,3,1,1
3011,Business Class,4,5,4,4,3,5,1,1
3012,Economy Class,4,4,4,3,3,5,1,1
3013,Economy Class,2,3,2,4,3,4,1,0
3014,Economy Class,3,1,1,1,3,3,1,0
3015,Business Class,4,4,3,1,3,4,1,1
3016,Economy Class,3,3,2,1,3,3,1,0
3017,Economy Class,4,5,5,4,3,5,1,1
3018,Business Class,4,5,5,5,3,5,1,1
3019,Business Class,4,5,4,2,3,4,1,1
3020,Business Class,4,4,3,3,3,4,1,1
3021,First Class,5,5,5,5,3,5,1,1
3022,Economy Class,1,1,2,1,3,2,1,0
3023,Business Class,3,4,2,2,3,3,1,1
3024,Business Class,4,3,1,4,3,3,1,1
3025,Business Class,3,4,3,3,3,4,1,1
3026,Economy Class,5,5,4,3,3,4,1,1
3027,Business Class,1,5,2,1,3,1,1,0
3028,Business Class,4,4,3,3,3,3,1,1
3029,Economy Class,1,1,2,3,3,2,1,0
3030,Business Class,4,5,4,1,3,5,1,1
3031,Economy Class,1,4,4,4,3,5,1,1
3032,Economy Class,5,5,5,5,3,5,1,1
3033,Business Class,1,4,4,4,3,1,1,1
3034,Business Class,3,3,2,3,3,3,1,1
3035,Economy Class,3,3,3,4,3,2,1,0
3036,Economy Class,3,2,1,5,3,2,1,0
3037,First Class,1,4,2,2,3,2,1,0
3038,Economy Class,2,2,3,2,3,3,1,0
3039,Business Class,3,3,3,3,3,4,1,1
3040,Economy Class,4,5,4,1,3,4,1,1
3041,Premium Economy,1,1,1,1,3,1,1,0
3042,Economy Class,5,5,5,5,3,5,1,1
3043,Economy Class,5,5,5,1,3,5,1,1
3044,Premium Economy,4,5,4,4,3,5,1,1
3045,Economy Class,5,5,3,1,3,5,1,1
3046,Business Class,5,5,4,4,3,5,1,1
3047,Business Class,3,1,2,2,3,2,1,0
3048,Economy Class,3,1,1,1,3,3,1,0
3049,Business Class,5,5,5,3,3,4,1,1
3050,Economy Class,2,3,1,1,3,2,1,0
3051,Business Class,2,5,4,2,3,4,1,1
3052,Economy Class,2,1,1,2,3,2,1,0
3053,Premium Economy,5,5,2,5,3,5,1,1
3054,Economy Class,3,3,1,3,3,2,1,0
3055,Business Class,2,1,1,4,3,3,1,0
3056,First Class,2,3,1,1,3,3,1,0
3057,Economy Class,3,3,3,1,3,3,1,0
3058,Economy Class,3,3,4,2,3,3,1,0
3059,Economy Class,4,1,2,1,3,1,1,0
3060,Economy Class,3,4,3,3,3,3,1,1
3061,Premium Economy,1,1,1,1,3,1,1,0
3062,Economy Class,4,2,2,2,3,4,1,0
3063,Business Class,1,2,2,1,3,1,1,0
3064,Business Class,4,5,4,3,3,5,1,1
3065,Economy Class,3,2,1,1,3,2,1,0
3066,Economy Class,4,5,4,1,3,4,1,1
3067,Business Class,3,2,1,3,3,2,1,0
3068,Business Class,4,5,5,5,3,4,1,1
3069,Business Class,3,1,1,2,3,1,1,0
3070,Business Class,1,1,1,1,3,1,1,0
3071,Economy Class,4,5,4,1,3,4,1,1
3072,Business Class,4,2,3,2,3,3,1,0
3073,Economy Class,4,4,4,4,3,5,1,1
3074,Business Class,5,5,5,3,3,5,1,1
3075,Premium Economy,4,5,4,4,3,4,1,1
3076,Economy Class,5,5,4,5,3,5,1,1
3077,Business Class,3,3,3,2,3,2,1,0
3078,Economy Class,1,2,1,2,3,1,1,0
3079,Premium Economy,3,5,2,2,3,4,1,1
3080,Economy Class,2,1,2,3,3,2,1,0
3081,Economy Class,1,1,1,2,3,1,1,0
3082,Business Class,4,5,5,3,3,5,1,1
3083,Business Class,5,5,4,4,3,4,1,1
3084,Economy Class,2,2,3,3,3,3,1,0
3085,Economy Class,5,5,4,5,3,5,1,1
3086,Economy Class,2,3,1,1,3,4,1,0
3087,Economy Class,3,2,1,2,3,2,1,0
3088,Economy Class,5,5,3,3,3,5,1,1
3089,Premium Economy,3,4,1,1,3,3,1,1
3090,Business Class,4,3,4,1,3,3,1,0
3091,Business Class,3,2,4,1,3,1,1,0
3092,Business Class,1,1,1,1,3,1,1,0
3093,Premium Economy,5,5,5,5,3,5,1,1
3094,Business Class,1,1,1,1,3,1,1,0
3095,Business Class,1,1,1,1,3,1,1,0
3096,Premium Economy,2,5,5,3,3,2,1,1
3097,Business Class,3,2,3,3,3,3,1,0
3098,Economy Class,1,1,1,1,3,1,1,0
3099,Economy Class,3,5,5,4,3,5,1,1
3100,Economy Class,3,5,5,4,3,5,1,1
3101,Business Class,4,1,2,2,3,4,1,1
3102,Business Class,4,5,5,2,3,5,1,1
3103,Economy Class,4,5,3,1,3,3,1,1
3104,Economy Class,2,4,2,4,3,1,1,0
3105,Economy Class,3,2,1,3,3,2,1,0
3106,Business Class,5,5,5,1,3,5,1,1
3107,Business Class,4,5,4,4,3,4,1,1
3108,Economy Class,1,1,1,1,3,1,1,0
3109,Economy Class,2,1,1,1,3,2,1,0
3110,Premium Economy,1,2,1,2,3,1,1,0
3111,Economy Class,3,1,2,2,3,1,1,0
3112,First Class,5,4,5,5,3,3,1,1
3113,Business Class,1,1,1,1,3,1,1,0
3114,Economy Class,1,5,4,5,3,4,1,1
3115,Economy Class,1,3,3,3,3,2,1,0
3116,Economy Class,4,5,4,5,3,5,1,1
3117,Economy Class,5,5,4,1,3,3,1,1
3118,Economy Class,2,2,1,2,3,1,1,0
3119,Economy Class,1,1,1,1,3,1,1,0
3120,Economy Class,3,4,1,1,3,3,1,0
3121,Economy Class,1,1,1,1,3,1,1,0
3122,Business Class,4,4,4,2,3,5,1,1
3123,Business Class,2,2,1,1,3,2,1,0
3124,Economy Class,4,5,4,4,3,4,1,1
3125,Economy Class,4,5,3,4,3,4,1,1
3126,Economy Class,3,2,3,1,3,1,1,0
3127,Economy Class,3,4,2,5,3,5,1,1
3128,Business Class,1,2,1,1,3,1,1,0
3129,Business Class,3,5,4,2,3,3,1,0
3130,Economy Class,2,2,3,1,3,4,1,0
3131,Premium Economy,2,1,1,1,3,2,1,0
3132,Business Class,2,3,3,1,3,1,1,0
3133,Business Class,3,4,4,1,3,3,1,1
3134,Economy Class,1,2,1,2,3,2,1,0
3135,Economy Class,4,5,5,5,3,4,1,1
3136,Economy Class,4,4,4,4,3,4,1,1
3137,Premium Economy,3,1,1,2,3,2,1,0
3138,Premium Economy,3,4,4,2,3,3,1,1
3139,Business Class,5,5,4,1,3,5,1,1
3140,Business Class,4,5,5,5,3,4,1,1
3141,Business Class,3,4,4,4,3,3,1,1
3142,Business Class,3,3,3,1,3,1,1,0
3143,Economy Class,3,4,3,1,3,4,1,1
3144,Business Class,3,5,4,1,3,4,1,1
3145,Business Class,5,5,3,4,3,5,1,1
3146,Business Class,5,5,5,5,3,5,1,1
3147,Business Class,5,5,4,4,3,3,1,1
3148,Economy Class,3,4,3,1,3,5,1,1
3149,Business Class,4,2,1,1,3,2,1,0
3150,Economy Class,2,2,2,1,3,2,1,0
3151,Economy Class,3,5,4,5,3,4,1,1
3152,Business Class,4,5,4,4,3,5,1,1
3153,Economy Class,3,4,3,1,3,4,1,1
3154,Economy Class,3,4,3,4,3,1,1,0
3155,Economy Class,4,4,3,4,3,4,1,1
3156,Business Class,1,1,1,1,3,1,1,0
3157,Business Class,3,5,5,1,3,5,1,1
3158,Economy Class,4,3,2,1,3,4,1,0
3159,Economy Class,3,5,1,1,3,4,1,0
3160,Business Class,4,5,5,1,3,5,1,1
3161,Economy Class,3,5,5,3,3,4,1,1
3162,Economy Class,1,1,1,1,3,1,1,0
3163,Economy Class,2,1,3,1,3,1,1,0
3164,Economy Class,4,5,5,5,3,4,1,1
3165,Premium Economy,5,4,4,5,3,5,1,1
3166,Business Class,5,5,5,5,3,5,1,1
3167,Business Class,5,5,4,5,3,5,1,1
3168,Business Class,2,3,3,3,3,3,1,0
3169,Economy Class,4,5,3,1,3,5,1,1
3170,Premium Economy,2,1,1,2,3,1,1,0
3171,Premium Economy,1,1,2,1,3,1,1,0
3172,Economy Class,4,3,3,3,3,4,1,1
3173,Business Class,1,2,2,3,3,1,1,0
3174,Economy Class,5,5,5,1,3,5,1,1
3175,Economy Class,4,4,3,1,3,5,1,1
3176,Business Class,1,5,5,1,3,1,1,0
3177,Economy Class,1,4,1,2,3,1,1,0
3178,Business Class,4,5,5,3,3,4,1,1
3179,Economy Class,2,1,3,4,3,4,1,0
3180,Economy Class,3,5,2,1,3,4,1,1
3181,Business Class,4,3,2,2,3,3,1,0
3182,Premium Economy,4,3,4,3,3,4,1,1
3183,Business Class,1,2,2,1,3,1,1,0
3184,Business Class,2,5,2,4,3,3,1,1
3185,Business Class,4,3,5,1,3,1,1,0
3186,Business Class,1,1,1,1,3,1,1,0
3187,Premium Economy,2,2,1,2,3,1,1,0
3188,Economy Class,2,1,1,1,3,2,1,0
3189,Business Class,4,5,5,5,3,5,1,1
3190,Business Class,3,1,3,1,3,3,1,0
3191,Business Class,1,2,1,1,3,1,1,0
3192,Premium Economy,4,5,4,4,3,4,1,1
3193,Economy Class,1,3,4,4,3,2,1,0
3194,Business Class,4,4,4,4,3,5,1,1
3195,Business Class,1,3,2,1,3,1,1,0
3196,Economy Class,4,3,2,5,3,4,1,1
3197,Economy Class,3,3,1,3,3,3,1,0
3198,First Class,4,4,4,3,3,3,1,1
3199,Economy Class,2,4,2,2,3,3,1,1
3200,First Class,4,4,4,3,3,3,1,1
3201,Economy Class,2,4,2,2,3,3,1,1
3202,First Class,4,5,5,3,3,2,1,0
3203,Business Class,2,2,1,1,3,1,1,0
3204,Business Class,5,5,5,4,3,5,1,1
3205,Business Class,4,4,4,3,3,4,1,1
3206,Economy Class,5,5,4,1,3,5,1,1
3207,Business Class,4,5,4,3,3,5,1,1
3208,Business Class,2,3,3,3,3,1,1,0
3209,Economy Class,1,2,1,2,3,1,1,0
3210,Economy Class,4,4,4,1,3,4,1,1
3211,Business Class,2,2,1,2,3,1,1,0
3212,Economy Class,5,5,5,3,3,5,1,1
3213,Economy Class,5,5,5,5,3,5,1,1
3214,Economy Class,4,4,4,2,3,4,1,1
3215,Business Class,4,4,4,3,3,4,1,1
3216,Business Class,4,5,4,4,3,4,1,1
3217,Business Class,2,4,4,4,3,3,1,0
3218,Premium Economy,1,1,1,3,3,1,1,0
3219,First Class,4,5,4,4,3,5,1,1
3220,Business Class,2,4,4,2,3,4,1,1
3221,Economy Class,2,1,1,1,3,1,1,0
3222,Business Class,3,5,3,2,3,2,1,0
3223,Business Class,3,3,4,1,3,3,1,1
3224,Economy Class,3,3,1,1,3,2,1,0
3225,Business Class,1,5,1,3,3,2,1,0
3226,Business Class,5,5,5,4,3,4,1,1
3227,Business Class,2,4,3,5,3,2,1,0
3228,Premium Economy,4,4,4,3,3,3,1,1
3229,Economy Class,3,3,3,1,3,4,1,0
3230,Business Class,4,5,4,1,3,5,1,1
3231,Economy Class,3,5,4,4,3,3,1,1
3232,Business Class,4,3,3,4,3,5,1,1
3233,Economy Class,1,1,1,1,3,1,1,0
3234,Economy Class,5,5,5,5,3,5,1,1
3235,First Class,4,5,4,3,3,5,1,1
3236,Business Class,2,2,1,1,3,2,1,0
3237,Economy Class,4,5,5,5,3,5,1,1
3238,Economy Class,1,1,1,1,3,1,1,0
3239,Economy Class,5,5,4,1,3,5,1,1
3240,Business Class,3,3,3,1,3,4,1,1
3241,Business Class,4,4,3,4,3,4,1,1
3242,Business Class,1,1,1,1,3,1,1,0
3243,Business Class,4,5,4,2,3,5,1,1
3244,Economy Class,3,4,4,2,3,5,1,1
3245,Economy Class,3,2,2,4,3,3,1,0
3246,Business Class,3,5,4,4,3,5,1,1
3247,Business Class,4,5,3,2,3,5,1,1
3248,Business Class,1,1,1,1,3,1,1,0
3249,Economy Class,3,3,3,1,3,4,1,1
3250,Business Class,4,5,5,4,3,4,1,1
3251,Economy Class,3,3,3,3,3,4,1,1
3252,Business Class,5,5,5,5,3,5,1,1
3253,Business Class,4,4,4,4,3,4,1,1
3254,Business Class,5,5,4,4,3,5,1,1
3255,Business Class,4,1,1,1,3,1,1,0
3256,Economy Class,2,1,3,4,3,5,1,0
3257,Economy Class,4,4,3,3,3,4,1,1
3258,Economy Class,4,3,4,4,3,4,1,1
3259,Economy Class,2,3,2,3,3,3,1,0
3260,Economy Class,3,5,3,1,3,5,1,1
3261,Economy Class,3,3,2,2,3,1,1,0
3262,Economy Class,1,1,1,2,3,1,1,0
3263,Economy Class,4,5,4,1,3,4,1,1
3264,Economy Class,4,5,3,1,3,5,1,1
3265,First Class,3,5,3,3,3,4,1,1
3266,Premium Economy,4,4,4,3,3,4,1,1
3267,Premium Economy,5,5,4,5,3,4,1,1
3268,Business Class,4,3,4,4,3,4,1,1
3269,Business Class,3,1,1,1,3,2,1,0
3270,Business Class,3,1,1,1,3,1,1,1
3271,Economy Class,4,3,4,1,3,5,1,1
3272,Economy Class,3,4,3,3,3,3,1,1
3273,Economy Class,5,4,4,5,3,5,1,1
3274,Economy Class,4,5,5,4,3,5,1,1
3275,Business Class,1,1,1,1,3,1,1,0
3276,Business Class,2,2,2,1,3,1,1,0
3277,Business Class,3,5,2,1,3,3,1,1
3278,Economy Class,4,5,4,1,3,3,1,1
3279,Premium Economy,5,4,4,5,3,4,1,1
3280,Economy Class,3,1,1,1,3,1,1,0
3281,Economy Class,1,3,1,1,3,1,1,0
3282,Premium Economy,5,5,5,4,3,5,1,1
3283,Economy Class,3,3,4,1,3,3,1,1
3284,Economy Class,4,5,4,1,3,4,1,1
3285,Economy Class,4,4,4,5,3,4,1,1
3286,Premium Economy,2,2,2,2,3,2,1,0
3287,First Class,5,5,5,3,3,5,1,1
3288,First Class,5,5,1,1,3,5,1,0
3289,Premium Economy,5,2,3,5,3,5,1,1
3290,Economy Class,3,5,4,5,3,4,1,1
3291,Economy Class,4,3,5,1,3,5,1,1
3292,First Class,5,5,4,3,3,4,1,1
3293,Economy Class,1,1,1,1,3,1,1,0
3294,Premium Economy,4,4,3,3,3,3,1,1
3295,Business Class,5,5,4,5,3,5,1,1
3296,Business Class,3,4,3,3,3,4,1,1
3297,Business Class,2,3,3,3,3,1,1,1
3298,Business Class,4,2,4,4,3,3,1,1
3299,Economy Class,1,4,3,5,3,3,1,1
3300,Economy Class,2,4,4,3,3,4,1,1
3301,First Class,3,4,2,2,3,3,1,0
3302,Economy Class,4,3,1,3,3,1,1,0
3303,Business Class,4,2,4,3,3,5,1,1
3304,Business Class,5,5,4,4,3,5,1,1
3305,Premium Economy,3,4,3,1,3,3,1,0
3306,Business Class,5,5,4,1,3,4,1,1
3307,Premium Economy,4,2,3,3,3,3,1,0
3308,Business Class,3,4,3,2,3,3,1,0
3309,Premium Economy,2,3,1,2,3,1,1,0
3310,Economy Class,5,5,5,3,3,5,1,1
3311,Economy Class,3,5,2,3,3,4,1,1
3312,Economy Class,1,1,1,1,3,1,1,0
3313,First Class,4,2,2,2,3,2,1,0
3314,Premium Economy,5,5,5,3,3,5,1,1
3315,Economy Class,1,2,1,3,3,2,1,0
3316,Business Class,1,3,2,1,3,1,1,0
3317,Business Class,5,5,3,5,3,5,1,1
3318,Business Class,5,5,5,5,3,5,1,1
3319,Economy Class,5,3,4,5,3,4,1,1
3320,Business Class,4,2,3,4,3,4,1,0
3321,Economy Class,1,4,3,3,3,3,1,0
3322,Economy Class,1,1,1,3,3,1,1,0
3323,Business Class,1,3,4,1,3,1,1,0
3324,Business Class,1,1,2,3,3,1,1,0
3325,Economy Class,5,5,4,3,3,5,1,1
3326,First Class,2,5,5,1,3,1,1,0
3327,Business Class,3,4,3,1,3,3,1,0
3328,Business Class,3,1,3,3,3,1,1,0
3329,Business Class,2,4,3,1,3,3,1,0
3330,Business Class,5,5,5,4,3,5,1,1
3331,Economy Class,3,3,3,3,3,4,1,1
3332,Premium Economy,5,5,4,5,3,5,1,1
3333,Premium Economy,4,5,4,4,3,4,1,1
3334,Business Class,4,5,5,5,3,5,1,1
3335,Economy Class,5,5,4,5,3,4,1,1
3336,Economy Class,4,5,4,5,3,4,1,1
3337,Premium Economy,5,5,5,5,3,4,1,1
3338,Economy Class,5,5,5,5,3,5,1,1
3339,Economy Class,5,5,5,4,3,5,1,1
3340,Economy Class,3,5,1,1,3,5,1,1
3341,Economy Class,2,4,1,1,3,1,1,0
3342,Economy Class,4,5,3,1,3,4,1,1
3343,Economy Class,3,3,1,1,3,4,1,0
3344,Business Class,5,5,2,5,3,4,1,1
3345,Premium Economy,1,1,1,2,3,2,1,0
3346,Economy Class,1,1,1,1,3,1,1,0
3347,Economy Class,3,3,3,1,3,2,1,0
3348,Business Class,5,5,5,5,3,4,1,1
3349,Economy Class,4,5,3,5,3,4,1,1
3350,Business Class,3,1,3,5,3,3,1,0
3351,Business Class,5,5,4,1,3,2,1,0
3352,Business Class,4,5,4,2,3,5,1,1
3353,Business Class,4,2,1,4,3,2,1,0
3354,Business Class,3,3,1,1,3,2,1,0
3355,First Class,5,5,5,4,3,4,1,1
3356,Economy Class,4,3,3,3,3,3,1,1
3357,Economy Class,4,5,4,3,3,4,1,1
3358,Economy Class,1,1,1,3,3,1,1,0
3359,Economy Class,3,2,3,1,3,2,1,0
3360,Business Class,5,3,4,5,3,5,1,1
3361,Business Class,4,5,4,5,3,4,1,1
3362,Economy Class,3,4,5,4,3,5,1,1
3363,Economy Class,3,2,2,2,3,3,1,0
3364,Economy Class,5,4,3,1,3,3,1,1
3365,Business Class,1,3,1,3,3,1,1,0
3366,Economy Class,5,4,4,1,3,4,1,1
3367,Business Class,4,4,4,4,3,3,1,1
3368,Economy Class,3,2,2,4,3,3,1,1
3369,First Class,5,5,5,4,3,5,1,1
3370,Business Class,3,5,3,2,3,4,1,1
3371,Economy Class,1,2,1,3,3,2,1,0
3372,Economy Class,5,4,3,1,3,4,1,1
3373,Economy Class,5,4,4,1,3,4,1,1
3374,Business Class,5,1,1,3,3,2,1,0
3375,Business Class,2,3,2,3,3,3,1,1
3376,Business Class,4,5,3,2,3,4,1,1
3377,Economy Class,1,1,1,2,3,3,1,0
3378,Economy Class,4,5,4,4,3,5,1,1
3379,Economy Class,1,1,2,3,3,3,1,0
3380,Economy Class,2,1,2,1,3,2,1,0
3381,First Class,5,5,5,4,3,4,1,1
3382,Business Class,2,1,2,1,3,2,1,0
3383,Business Class,3,5,4,1,3,4,1,1
3384,Economy Class,4,5,5,4,3,5,1,1
3385,Business Class,4,3,1,2,3,3,1,0
3386,Economy Class,5,5,3,4,3,3,1,1
3387,Business Class,3,2,2,2,3,3,1,0
3388,Business Class,5,5,3,2,3,5,1,1
3389,Business Class,5,5,5,1,3,5,1,1
3390,Economy Class,1,1,2,3,3,5,1,0
3391,Economy Class,1,1,1,2,3,1,1,0
3392,Economy Class,4,4,4,1,3,4,1,1
3393,Economy Class,3,3,4,1,3,4,1,1
3394,First Class,5,5,5,4,3,4,1,1
3395,Economy Class,1,2,1,1,3,2,1,0
3396,Economy Class,2,3,3,2,3,1,1,0
3397,Business Class,4,5,4,3,3,4,1,1
3398,Economy Class,4,5,5,5,3,4,1,1
3399,Economy Class,3,1,1,4,3,1,1,0
3400,Economy Class,4,4,4,4,3,4,1,1
3401,Economy Class,3,1,3,1,3,1,1,0
3402,Economy Class,4,5,4,3,3,5,1,1
3403,Business Class,4,2,3,3,3,3,1,0
3404,Economy Class,4,4,3,3,3,4,1,1
3405,Economy Class,5,5,5,1,3,5,1,1
3406,Business Class,5,5,5,4,3,5,1,1
3407,Business Class,4,5,5,2,3,5,1,1
3408,Business Class,5,5,4,4,3,5,1,1
3409,Economy Class,4,4,4,2,3,4,1,1
3410,Business Class,3,5,4,1,3,5,1,1
3411,Premium Economy,3,2,1,2,3,1,1,0
3412,Economy Class,1,4,1,4,3,3,1,0
3413,Premium Economy,1,1,1,1,3,1,1,0
3414,Business Class,4,5,4,1,3,4,1,1
3415,Economy Class,4,3,3,4,3,5,1,0
3416,Business Class,4,5,4,3,3,4,1,1
3417,Economy Class,3,3,3,1,3,2,1,0
3418,Economy Class,3,3,3,1,3,3,1,1
3419,Business Class,4,4,4,4,3,4,1,1
3420,Economy Class,4,5,5,4,3,5,1,1
3421,First Class,5,5,5,5,3,5,1,1
